
CAEN Rev.2  (activitati ale economiei nationale), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Lei  lei RON (incepand cu 2005), Valoare
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Valcea, Anul 2012, Lei, 1809
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Valcea, Anul 2013, Lei, 2014
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2008, Lei, 2232
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2009, Lei, 1955
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2010, Lei, 1784
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2011, Lei, 1677
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2012, Lei, 1866
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Regiunea VEST, Anul 2013, Lei, 2078
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2008, Lei, 2449
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2009, Lei, 2012
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2010, Lei, 1699
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2011, Lei, 1605
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2012, Lei, 1770
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Arad, Anul 2013, Lei, 1949
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2008, Lei, 1893
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2009, Lei, 1714
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2010, Lei, 1625
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2011, Lei, 1568
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2012, Lei, 1696
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Caras-Severin, Anul 2013, Lei, 1851
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2008, Lei, 1949
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2009, Lei, 1763
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2010, Lei, 1736
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2011, Lei, 1631
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2012, Lei, 1821
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Hunedoara, Anul 2013, Lei, 1986
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2008, Lei, 2583
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2009, Lei, 2200
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2010, Lei, 1963
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2011, Lei, 1818
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2012, Lei, 2062
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Total, Timis, Anul 2013, Lei, 2349
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, TOTAL, Anul 2011, Lei, 1841
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, TOTAL, Anul 2012, Lei, 2021
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, TOTAL, Anul 2013, Lei, 2321
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA UNU, Anul 2011, Lei, 1674
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA UNU, Anul 2012, Lei, 1852
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA UNU, Anul 2013, Lei, 2075
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-VEST, Anul 2011, Lei, 1686
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-VEST, Anul 2012, Lei, 1902
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-VEST, Anul 2013, Lei, 2104
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bihor, Anul 2011, Lei, 1744
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bihor, Anul 2012, Lei, 1895
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bihor, Anul 2013, Lei, 2041
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bistrita-Nasaud, Anul 2011, Lei, 1498
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bistrita-Nasaud, Anul 2012, Lei, 1726
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bistrita-Nasaud, Anul 2013, Lei, 1915
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Cluj, Anul 2011, Lei, 1826
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Cluj, Anul 2012, Lei, 2005
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Cluj, Anul 2013, Lei, 2164
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Maramures, Anul 2011, Lei, 1577
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Maramures, Anul 2012, Lei, 1789
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Maramures, Anul 2013, Lei, 2039
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Satu Mare, Anul 2011, Lei, 1725
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Satu Mare, Anul 2012, Lei, 2049
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Satu Mare, Anul 2013, Lei, 2294
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Salaj, Anul 2011, Lei, 1630
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Salaj, Anul 2012, Lei, 1893
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Salaj, Anul 2013, Lei, 2180
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea CENTRU, Anul 2011, Lei, 1661
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea CENTRU, Anul 2012, Lei, 1800
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea CENTRU, Anul 2013, Lei, 2045
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Alba, Anul 2011, Lei, 1729
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Alba, Anul 2012, Lei, 1853
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Alba, Anul 2013, Lei, 2043
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Brasov, Anul 2011, Lei, 1717
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Brasov, Anul 2012, Lei, 1949
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Brasov, Anul 2013, Lei, 2248
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Covasna, Anul 2011, Lei, 1760
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Covasna, Anul 2012, Lei, 1863
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Covasna, Anul 2013, Lei, 2097
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Harghita, Anul 2011, Lei, 1606
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Harghita, Anul 2012, Lei, 1731
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Harghita, Anul 2013, Lei, 2012
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Mures, Anul 2011, Lei, 1536
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Mures, Anul 2012, Lei, 1646
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Mures, Anul 2013, Lei, 1903
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Sibiu, Anul 2011, Lei, 1673
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Sibiu, Anul 2012, Lei, 1782
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Sibiu, Anul 2013, Lei, 1970
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA DOI, Anul 2011, Lei, 1562
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA DOI, Anul 2012, Lei, 1722
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA DOI, Anul 2013, Lei, 2007
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-EST, Anul 2011, Lei, 1513
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-EST, Anul 2012, Lei, 1693
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea NORD-EST, Anul 2013, Lei, 2002
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bacau, Anul 2011, Lei, 1537
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bacau, Anul 2012, Lei, 1726
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Bacau, Anul 2013, Lei, 2049
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Botosani, Anul 2011, Lei, 1594
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Botosani, Anul 2012, Lei, 1735
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Botosani, Anul 2013, Lei, 2056
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Iasi, Anul 2011, Lei, 1616
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Iasi, Anul 2012, Lei, 1894
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Iasi, Anul 2013, Lei, 2241
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Neamt, Anul 2011, Lei, 1355
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Neamt, Anul 2012, Lei, 1554
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Neamt, Anul 2013, Lei, 1756
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Suceava, Anul 2011, Lei, 1531
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Suceava, Anul 2012, Lei, 1637
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Suceava, Anul 2013, Lei, 1996
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vaslui, Anul 2011, Lei, 1393
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vaslui, Anul 2012, Lei, 1545
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vaslui, Anul 2013, Lei, 1815
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-EST, Anul 2011, Lei, 1618
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-EST, Anul 2012, Lei, 1756
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-EST, Anul 2013, Lei, 2013
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Braila, Anul 2011, Lei, 1430
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Braila, Anul 2012, Lei, 1585
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Braila, Anul 2013, Lei, 1807
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Buzau, Anul 2011, Lei, 1415
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Buzau, Anul 2012, Lei, 1514
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Buzau, Anul 2013, Lei, 1734
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Constanta, Anul 2011, Lei, 1924
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Constanta, Anul 2012, Lei, 2053
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Constanta, Anul 2013, Lei, 2345
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Galati, Anul 2011, Lei, 1671
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Galati, Anul 2012, Lei, 1836
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Galati, Anul 2013, Lei, 2096
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Tulcea, Anul 2011, Lei, 1613
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Tulcea, Anul 2012, Lei, 1754
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Tulcea, Anul 2013, Lei, 2046
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vrancea, Anul 2011, Lei, 1537
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vrancea, Anul 2012, Lei, 1717
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Vrancea, Anul 2013, Lei, 1957
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA TREI, Anul 2011, Lei, 2334
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA TREI, Anul 2012, Lei, 2539
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA TREI, Anul 2013, Lei, 2943
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-MUNTENIA, Anul 2011, Lei, 1466
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-MUNTENIA, Anul 2012, Lei, 1601
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-MUNTENIA, Anul 2013, Lei, 1824
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Arges, Anul 2011, Lei, 1472
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Arges, Anul 2012, Lei, 1629
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Arges, Anul 2013, Lei, 1887
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Calarasi, Anul 2011, Lei, 1492
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Calarasi, Anul 2012, Lei, 1603
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Calarasi, Anul 2013, Lei, 1739
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Dambovita, Anul 2011, Lei, 1511
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Dambovita, Anul 2012, Lei, 1655
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Dambovita, Anul 2013, Lei, 1848
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Giurgiu, Anul 2011, Lei, 1383
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Giurgiu, Anul 2012, Lei, 1487
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Giurgiu, Anul 2013, Lei, 1696
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ialomita, Anul 2011, Lei, 1567
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ialomita, Anul 2012, Lei, 1718
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ialomita, Anul 2013, Lei, 1882
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Prahova, Anul 2011, Lei, 1400
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Prahova, Anul 2012, Lei, 1551
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Prahova, Anul 2013, Lei, 1813
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Teleorman, Anul 2011, Lei, 1476
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Teleorman, Anul 2012, Lei, 1570
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Teleorman, Anul 2013, Lei, 1844
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea BUCURESTI - ILFOV, Anul 2011, Lei, 3009
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea BUCURESTI - ILFOV, Anul 2012, Lei, 3249
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea BUCURESTI - ILFOV, Anul 2013, Lei, 3748
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ilfov, Anul 2011, Lei, 1587
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ilfov, Anul 2012, Lei, 1571
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Ilfov, Anul 2013, Lei, 1664
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Municipiul Bucuresti, Anul 2011, Lei, 3149
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Municipiul Bucuresti, Anul 2012, Lei, 3388
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Municipiul Bucuresti, Anul 2013, Lei, 3893
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA PATRU, Anul 2011, Lei, 1601
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA PATRU, Anul 2012, Lei, 1746
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, MACROREGIUNEA PATRU, Anul 2013, Lei, 1976
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2011, Lei, 1600
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2012, Lei, 1738
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2013, Lei, 1978
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Dolj, Anul 2011, Lei, 1623
O  ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC, Masculin, Dolj, Anul 2012, Lei, 1739
